variables,type,units,values,description
materials.orth,output,n/a,[0. 0. 1. 1. 1. 1. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
nacelle.uptilt,output,rad,[0.06981317],Nacelle uptilt angle. A standard machine has positive values.
nacelle.distance_tt_hub,output,m,[3.],Vertical distance from tower top plane to hub flange
nacelle.overhang,output,m,[7.],Horizontal distance from tower top edge to hub flange
nacelle.gearbox_efficiency,output,,[0.95],Efficiency of the gearbox. Set to 1.0 for direct-drive
nacelle.gearbox_mass_user,output,kg,[0.],User override of gearbox mass.
nacelle.gearbox_torque_density,output,N*m/kg,[200.],Torque density of the gearbox.
nacelle.gearbox_radius_user,output,m,[0.],User override of gearbox radius (only used if gearbox_mass_user is > 0).
nacelle.gearbox_length_user,output,m,[0.],User override of gearbox length (only used if gearbox_mass_user is > 0).
nacelle.gear_ratio,output,,[96.76],Total gear ratio of drivetrain (use 1.0 for direct)
nacelle.distance_hub_mb,output,m,[1.912],Distance from hub flange to first main bearing along shaft
nacelle.distance_mb_mb,output,m,[0.368],Distance from first to second main bearing along shaft
nacelle.L_generator,output,m,[2.],Generator length along shaft
nacelle.lss_diameter,output,m,[0.577 0.577],Diameter of low speed shaft
nacelle.lss_wall_thickness,output,m,[0.288 0.288],Thickness of low speed shaft
nacelle.damping_ratio,output,,[0.005],Damping ratio for the drivetrain system
nacelle.brake_mass_user,output,kg,[0.],Override regular regression-based calculation of brake mass with this value
nacelle.hvac_mass_coeff,output,kg/kW/m,[0.08],Regression-based scaling coefficient on machine rating to get HVAC system mass
nacelle.converter_mass_user,output,kg,[0.],Override regular regression-based calculation of converter mass with this value
nacelle.transformer_mass_user,output,kg,[0.],Override regular regression-based calculation of transformer mass with this value
nacelle.hss_length,output,m,[1.5],Length of high speed shaft
nacelle.hss_diameter,output,m,[0.288 0.288],Diameter of high speed shaft
nacelle.hss_wall_thickness,output,m,[0.144 0.144],Wall thickness of high speed shaft
nacelle.bedplate_flange_width,output,m,[1.],Bedplate I-beam flange width
nacelle.bedplate_flange_thickness,output,m,[0.05],Bedplate I-beam flange thickness
nacelle.bedplate_web_thickness,output,m,[0.05],Bedplate I-beam web thickness
nacelle.mb1Type,output,n/a,CARB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.mb2Type,output,n/a,SRB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.uptower,output,n/a,True,If power electronics are located uptower (True) or at tower base (False)
nacelle.lss_material,output,n/a,steel,Material name identifier for the low speed shaft
nacelle.hss_material,output,n/a,steel,Material name identifier for the high speed shaft
nacelle.bedplate_material,output,n/a,steel,Material name identifier for the bedplate
nacelle.gear_configuration,output,n/a,eep,3-letter string of Es or Ps to denote epicyclic or parallel gear configuration
nacelle.planet_numbers,output,n/a,"[3, 3, 1]",Number of planets for epicyclic stages (use 0 for parallel)
tower.ref_axis,output,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,output,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",1D array of the outer diameter values defined along the tower axis.
tower.cd,output,,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,output,m,"[[0.06515525 0.05866464 0.05197538 0.04607753 0.04094533 0.03582223
  0.03074005 0.02575014 0.02129438 0.01803766 0.01803766]]","2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,output,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,output,n/a,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,output,n/a,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
tower_grid.s,output,,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,output,m,[137.],Scalar of the tower height computed along the z axis.
tower_grid.length,output,m,[137.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,output,m,[0.],Foundation height in respect to the ground level.
drivese.bear1.mb_max_defl_ang,output,rad,[0.00872665],
drivese.bear1.mb_mass,output,kg,[1480.55356999],
drivese.bear1.mb_I,output,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,output,rad,[0.078],
drivese.bear2.mb_mass,output,kg,[1349.62411874],
drivese.bear2.mb_I,output,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.mb1_deflection,output,m,[9.51069455e-05],
drivese.mb2_deflection,output,m,[6.10776949e-05],
drivese.stator_deflection,output,m,[0.00035818],
drivese.mb1_angle,output,rad,[0.00015038],
drivese.mb2_angle,output,rad,[0.00015153],
drivese.stator_angle,output,rad,[0.00014975],
drivese.base_F,output,N,"[[ 2203392.99508417]
 [   43282.35411342]
 [-1935461.17595878]]",
drivese.base_M,output,N*m,"[[15796231.714693  ]
 [ 5160343.03278247]
 [ 1125178.61835908]]",
drivese.bedplate_axial_stress,output,Pa,"[[5.74185847e+04]
 [8.48991628e+05]
 [3.95797270e+05]
 [1.44093391e+06]
 [3.37594125e+06]
 [2.32618648e+07]
 [2.21857833e+07]
 [6.26828683e+06]
 [5.82097304e+06]
 [5.24778730e+04]
 [1.77439945e+00]
 [5.74173513e+04]
 [3.43281834e+05]
 [1.19126024e+06]
 [2.23639656e+06]
 [5.01434834e+06]
 [3.13510767e+07]
 [3.11003066e+07]
 [6.22631202e+06]
 [5.80698037e+06]
 [5.24787477e+04]
 [2.03684834e+00]]",
drivese.bedplate_shear_stress,output,Pa,"[[2.89701859e+05]
 [5.77424759e+05]
 [7.93960404e+05]
 [1.01123544e+06]
 [1.46189233e+06]
 [8.02520447e+06]
 [7.99443492e+06]
 [6.56695427e+06]
 [6.51364852e+06]
 [2.76957876e+05]
 [3.37201945e+00]
 [2.89695645e+05]
 [5.92861469e+06]
 [6.14529062e+06]
 [6.36256283e+06]
 [6.81260570e+06]
 [5.58342584e+06]
 [5.55299800e+06]
 [6.56694420e+06]
 [6.51363971e+06]
 [2.76952027e+05]
 [1.41668910e+00]]",
drivese.bedplate_bending_stress,output,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
drivese.constr_bedplate_vonmises,output,,"[[2.56918196e-03]
 [6.67350698e-03]
 [7.27945939e-03]
 [1.15375066e-02]
 [2.14669366e-02]
 [1.37848645e-01]
 [1.33035531e-01]
 [6.60650713e-02]
 [6.45796249e-02]
 [2.45479742e-03]
 [3.10512922e-08]
 [2.56912685e-03]
 [5.22654171e-02]
 [5.44833921e-02]
 [5.72023877e-02]
 [6.52199563e-02]
 [1.66896674e-01]
 [1.65598713e-01]
 [6.59622005e-02]
 [6.45469495e-02]
 [2.45474667e-03]
 [1.62223475e-08]]",
drivese.constr_mb1_defl,output,,[0.01723273],
drivese.constr_mb2_defl,output,,[0.00194268],
drivese.constr_stator_deflection,output,,[6.28609921],
drivese.constr_stator_angle,output,,[0.26281635],
drivese.drivetrain_spring_constant,output,N*m/rad,[3.62183459e+08],
drivese.drivetrain_damping_coefficient,output,N*m*s/rad,[2708509.51044709],
drivese.stage_ratios,output,,[0. 0. 0.],
drivese.D_gearbox,output,m,[2.47191043],
drivese.generator_efficiency,output,,"[0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95]",
drivese.hss_axial_stress,output,Pa,"[[6.86152282e+05]
 [1.38711450e-02]]",
drivese.hss_shear_stress,output,Pa,"[[86720340.86769722]
 [83826251.58173823]]",
drivese.hss_bending_stress,output,Pa,"[[0.]
 [0.]]",
drivese.constr_hss_vonmises,output,,"[[0.76408938]
 [0.73858197]]",
drivese.hub_system_cost,output,USD,[11180.99867847],
drivese.constr_hub_diameter,output,m,[-0.23538291],
drivese.spinner.spinner_diameter,output,m,[7.5],
drivese.L_lss,output,m,[2.38],
drivese.constr_length,output,m,[2.17556703],
drivese.torq_deflection,output,m,[0.00037966],
drivese.torq_angle,output,rad,[1.51178357e-06],
drivese.lss_axial_stress,output,Pa,"[[1.83470562e+06]
 [3.16040502e+08]
 [3.13086998e+08]
 [3.54283775e+08]]",
drivese.lss_shear_stress,output,Pa,"[[1.01145815e+09]
 [1.01148973e+09]
 [1.01152131e+09]
 [1.01163923e+09]]",
drivese.constr_lss_vonmises,output,,"[[8.91182827]
 [9.05594853]
 [9.05356729]
 [9.09379214]]",
drivese.lss_axial_load2stress,output,m**2,[ 3.82436907  0.          0.          0.         53.02402191 53.02402191],
drivese.lss_shear_load2stress,output,m**2,[ 0.          4.29987073  4.29987073 26.51201095  0.          0.        ],
drivese.constr_shaft_deflection,output,,[6.66304694],
drivese.constr_shaft_angle,output,,[0.00265318],
drivese.hub_E,output,Pa,[2.e+11],
drivese.hub_G,output,Pa,[7.93e+10],
drivese.hub_rho,output,kg/m**3,[7800.],
drivese.hub_Xy,output,Pa,[3.45e+08],
drivese.hub_wohler_exp,output,,[3.],
drivese.hub_wohler_A,output,,[3.55346484e+10],
drivese.hub_mat_cost,output,USD/kg,[0.7],
drivese.spinner_rho,output,kg/m**3,[1940.],
drivese.spinner_Xt,output,Pa,[46210000.],
drivese.spinner_mat_cost,output,USD/kg,[3.],
drivese.lss_Xt,output,Pa,[4.5e+08],
drivese.lss_wohler_exp,output,,[3.],
drivese.lss_wohler_A,output,,[3.55346484e+10],
drivese.lss_cost,output,USD/kg,[0.7],
drivese.hss_Xt,output,Pa,[4.5e+08],
drivese.hss_wohler_exp,output,,[3.],
drivese.hss_wohler_A,output,,[3.55346484e+10],
drivese.hss_cost,output,USD/kg,[0.7],
drivese.bedplate_mat_cost,output,USD/kg,[0.7],
drivese.cover_length,output,m,[9.84284162],
drivese.cover_height,output,m,[4.08096352],
drivese.cover_width,output,m,[3.39887684],
drivese.mean_bearing_mass,output,kg,[1415.08884437],
drivese.total_bedplate_mass,output,kg,[28022.72936555],
drivese.above_yaw_mass,output,kg,[160973.20915921],
drivese.above_yaw_cm,output,m,[-0.04703897 -0.19515584  1.36442264],
drivese.nacelle_I,output,kg*m**2,"[ 9.55872982e+05  1.40690107e+06  1.97184653e+06  1.34572708e+03
 -4.35522406e+04  9.49974603e+03]",
drivese.above_yaw_I,output,kg*m**2,"[ 9.28557241e+05  1.38010114e+06  1.97126709e+06  1.47772264e+03
 -4.44750811e+04  5.67105394e+03]",
drivese.above_yaw_I_TT,output,kg*m**2,"[ 1.23436367e+06  1.68013296e+06  1.97775406e+06  4.32009983e-12
 -3.41436544e+04  4.85342019e+04]",
drivese.rotor_mass,output,kg,[186369.65077285],
drivese.rna_mass,output,kg,[365061.08655302],
drivese.rna_cm,output,m,[-6.38451064 -0.08605371  2.15191798],
drivese.rna_I_TT,output,kg*m**2,"[ 2.05007396e+08  1.33691432e+08  1.32765839e+08  1.45286732e+01
 -2.26145762e+04  4.81127800e+04]",
drivese.hss_rpm,output,rpm,"[  9.676       49.30061045  88.92522091 128.54983136 168.17444181
 207.79905226 247.42366272 287.04827317 326.67288362 366.29749407
 405.92210453 445.54671498 485.17132543 524.79593589 564.42054634
 604.04515679 643.66976724 683.2943777  722.91898815 762.5435986 ]",
rotorse.rc_in.sect_perimeter,output,m,"[14.13639991 14.067995   13.37760306 12.65683147 11.87075318 11.29996378
 11.01634508 10.8028031  10.65533525 10.56454047 10.48707403 10.31284639
 10.13063124  9.73989212  9.32909514  8.78258257  8.23620319  7.70270953
  7.16696369  6.62706686  5.92376668]",Perimeter of the section along the blade span
rotorse.rc_in.layer_volume,output,m**3,"[0.71414744 7.96811048 1.78518866 1.63156014 0.13258918 0.13258918
 0.29862668 1.07142784 1.07142784 4.59362663 2.07591487 2.31092941
 8.97862931 7.77091223 0.20796411 2.80514418 0.21088612 0.20216897
 2.89300481 0.21663554]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc_in.mat_volume,output,m**3,"[ 0.71414744  0.          2.44148236  3.4167488   0.83765474 16.00420106
 23.65724921  0.          0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc_in.mat_mass,output,kg,"[  881.97209068   200.26255571  4736.47577421  5466.79808093
  1625.05019092 31048.15006336  3075.44239696     0.
     0.             0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc_in.mat_cost,output,USD,"[ 6376.65821564  1447.89827781  6599.22590332 85496.51675651
  3632.32000146 66160.35552717 39980.7511605  39007.67821665
     0.             0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc_in.mat_cost_scrap,output,USD,"[ 7970.82276955  1447.89827781  6929.18719848 89771.34259433
  4177.16800168 76084.40885625 47976.90139259 39007.67821665
     0.             0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc_in.total_labor_hours,output,h,[1855.35197078],Total amount of labor hours per blade.
rotorse.rc_in.total_skin_mold_gating_ct,output,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc_in.total_non_gating_ct,output,h,[205.78789798],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc_in.total_metallic_parts_cost,output,USD,[6482.0816564],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc_in.total_consumable_cost_w_waste,output,USD,[9160.00796628],Cost of the consumables including the waste.
rotorse.rc_in.total_blade_mat_cost_w_waste,output,USD,[289007.49693004],Total blade material costs including the waste per blade.
rotorse.rc_in.total_cost_labor,output,USD,[109772.2132873],Total labor costs per blade.
rotorse.rc_in.total_cost_utility,output,USD,[2051.48712555],Total utility costs per blade.
rotorse.rc_in.blade_variable_cost,output,USD,[400831.1973429],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc_in.total_cost_equipment,output,USD,[10667.0831607],Total equipment cost per blade.
rotorse.rc_in.total_cost_tooling,output,USD,[21232.44840565],Total tooling cost per blade.
rotorse.rc_in.total_cost_building,output,USD,[1174.09812666],Total builting cost per blade.
rotorse.rc_in.total_maintenance_cost,output,USD,[9072.94276118],Total maintenance cost per blade.
rotorse.rc_in.total_labor_overhead,output,USD,[32931.66398619],Total labor overhead cost per blade.
rotorse.rc_in.cost_capital,output,USD,[20801.08452734],Cost of capital per blade.
rotorse.rc_in.blade_fixed_cost,output,USD,[95879.32096771],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc_in.total_blade_cost,output,USD,[496710.51831061],Total blade cost (variable and fixed)
rotorse.rc_out.sect_perimeter,output,m,"[5.92376668 5.54618293 5.01024056 4.47072636 3.92385851 3.36609329
 2.79948094 2.22217811 1.63324664 1.03519409]",Perimeter of the section along the blade span
rotorse.rc_out.layer_volume,output,m**3,"[0.10615492 0.17884151 0.29863772 0.22391278 0.07163332 0.07163332
 0.07227528 0.06161732 0.06161732 0.32600776 0.08415456 0.12637239
 0.35475023 0.15922508 0.01265794 0.18586824 0.01230427 0.01267019
 0.18541547 0.01254956]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc_out.mat_volume,output,m**3,"[0.10615492 0.         0.19550992 0.5225505  0.05018196 0.48133323
 1.26256865 0.         0.         0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc_out.mat_mass,output,kg,"[131.10132321  95.20678878 379.28924815 836.08080544  97.35300749
 933.78646091 164.13392451   0.           0.           0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc_out.mat_cost,output,USD,"[  947.86256683   688.34508289   528.45523772 13075.66065795
   217.6039105   1989.80113515  2133.74101861  1976.40983428
     0.             0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc_out.mat_cost_scrap,output,USD,"[ 1184.82820853   688.34508289   554.87799961 13729.44369084
   250.24449707  2288.27130543  2560.48922233  1976.40983428
     0.             0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc_out.total_labor_hours,output,h,[346.73938337],Total amount of labor hours per blade.
rotorse.rc_out.total_skin_mold_gating_ct,output,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc_out.total_non_gating_ct,output,h,[69.13901098],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc_out.total_metallic_parts_cost,output,USD,[3428.76681457],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc_out.total_consumable_cost_w_waste,output,USD,[2900.32802337],Cost of the consumables including the waste.
rotorse.rc_out.total_blade_mat_cost_w_waste,output,USD,[29562.00467893],Total blade material costs including the waste per blade.
rotorse.rc_out.total_cost_labor,output,USD,[20428.12539736],Total labor costs per blade.
rotorse.rc_out.total_cost_utility,output,USD,[162.74738332],Total utility costs per blade.
rotorse.rc_out.blade_variable_cost,output,USD,[50152.87745961],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc_out.total_cost_equipment,output,USD,[1499.38880574],Total equipment cost per blade.
rotorse.rc_out.total_cost_tooling,output,USD,[2507.42397883],Total tooling cost per blade.
rotorse.rc_out.total_cost_building,output,USD,[179.35547606],Total builting cost per blade.
rotorse.rc_out.total_maintenance_cost,output,USD,[1216.16993017],Total maintenance cost per blade.
rotorse.rc_out.total_labor_overhead,output,USD,[6128.43761921],Total labor overhead cost per blade.
rotorse.rc_out.cost_capital,output,USD,[2771.69619682],Cost of capital per blade.
rotorse.rc_out.blade_fixed_cost,output,USD,[14302.47200682],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
